***************APP LISTS**************
apmonshore-reducertorque-subscriber,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/ReducerTorque-Subscriber/job/apmonshore-reducertorque-subscriber-UAT01/
reporting-microapp,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/Reporting-Microapp/job/ogd-gen-reporting-UAT01/
RLSAnalysis,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/RLSAnalysisApp/job/RLSAnalysis-UAT01/
roadpumpoptimization,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/Rodpumpoptimization/job/roadpumpoptimization_EventHub_Subsciber-UAT01/
rodpumpvelocity,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/Rodpumpvelocity/job/Rod_pump_Velocity-UAT01/
RodStress,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/RodStress/job/apmonshore-RodStress-UAT01/
apmonshore-rodstress-input,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/Rodstress-UI-Input/job/Rod-stress-input-ui-micro-service-UAT01/
apmonshore-rodstress-output,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/Rodstress-UI-Output/job/Rod-stress-output-ui-micro-service-UAT01/
rules-editor-microapp,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/RulesEditor-MicroApp/job/ogd-gen-ruleseditorapp-UAT01/
scheduler,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/Scheduler/job/Scheduler-UAT01/
Single-Well-Intellistream,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/Single_Well_Intellistream/job/Single_Well_Intellistream-ogd-mwo-UAT01/
apmonshore-sitecommerror,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/Sitecommerror/job/APM-Onshore_sitecommerror-UAT01/
StructureLoadingSubscriber,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/Structure-Loading/job/StructureLoadingSubscriber-UAT01/
gl-microapp,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/Swirl-GL-Analysis/job/Gas-Lift-Micro-App/job/GL-MicroApp-UAT01/
